train\dataset\구이\훈제오리\Img_013_0597.jpg	149
train\dataset\김치\깍두기\Img_030_0804.jpg	32
train\dataset\밥\알밥\Img_074_0084.jpg	95
train\dataset\탕\갈비탕\Img_134_0688.jpg	4
train\dataset\면\잔치국수\Img_056_0651.jpg	112
train\dataset\김치\부추김치\Img_035_0578.jpg	73
train\dataset\밥\김치볶음밥\Img_070_0142.jpg	28
train\dataset\튀김\고추튀김\Img_140_0710.jpg	22
train\dataset\밥\알밥\Img_074_0565.jpg	95
train\dataset\죽\호박죽\Img_118_0937.jpg	144
train\dataset\조림\우엉조림\Img_114_0711.jpg	108
train\dataset\볶음\오징어채볶음\Img_087_0590.jpg	106
train\dataset\찌개\순두부찌개\Img_123_0495.jpg	91
train\dataset\밥\알밥\Img_074_0432.jpg	95
train\dataset\김치\깍두기\Img_030_0489.jpg	32
train\dataset\조림\코다리조림\Img_116_0808.jpg	132
train\dataset\찌개\된장찌개\Img_122_0305.jpg	48
train\dataset\전\파전\Img_103_0247.jpg	138
train\dataset\전\동그랑땡\Img_101_0981.jpg	46
train\dataset\무침\회무침\Img_068_0293.jpg	147
train\dataset\나물\가지볶음\Img_040_0751.jpg	0
train\dataset\찜\갈비찜\Img_124_0429.jpg	3
train\dataset\조림\우엉조림\Img_114_0560.jpg	108
train\dataset\김치\부추김치\Img_035_0372.jpg	73
train\dataset\찌개\닭계장\Img_120_0355.jpg	41
train\dataset\튀김\고추튀김\Img_140_0981.jpg	22
train\dataset\전\동그랑땡\Img_101_0642.jpg	46
train\dataset\전\생선전\Img_102_0705.jpg	83
train\dataset\볶음\건새우볶음\Img_079_0099.jpg	12
train\dataset\나물\애호박볶음\Img_045_0366.jpg	96
train\dataset\탕\추어탕\Img_139_0684.jpg	130
train\dataset\한과\약과\Img_143_0784.jpg	97
train\dataset\밥\유부초밥\Img_075_0017.jpg	109
train\dataset\밥\김밥\Img_069_0459.jpg	27
train\dataset\기타\젓갈\Img_024_0480.jpg	118
train\dataset\나물\숙주나물\Img_043_0351.jpg	89
train\dataset\떡\경단\Img_046_0392.jpg	13
train\dataset\해물\산낙지\Img_147_0890.jpg	78
train\dataset\음청류\수정과\Img_091_0913.jpg	87
train\dataset\무침\도라지무침\Img_063_0526.jpg	44
train\dataset\구이\황태구이\Img_012_0108.jpg	146
train\dataset\나물\애호박볶음\Img_045_0914.jpg	96
train\dataset\볶음\멸치볶음\Img_084_0113.JPG	63
train\dataset\찜\수육\Img_129_0107.jpg	86
train\dataset\탕\매운탕\Img_137_0426.jpg	60
train\dataset\구이\고등어구이\Img_002_0214.jpg	18
train\dataset\구이\갈비구이\Img_000_0270.jpg	2
train\dataset\한과\한과\Img_145_0933.jpg	141
train\dataset\찜\순대\Img_130_0387.jpg	90
train\dataset\무침\콩나물무침\Img_066_0769.jpg	135
train\dataset\조림\감자조림\Img_107_0620.jpg	8
train\dataset\밥\김치볶음밥\Img_070_0382.jpg	28
train\dataset\볶음\어묵볶음\Img_086_0289.jpg	101
train\dataset\면\물냉면\Img_052_0996.jpg	66
train\dataset\찌개\된장찌개\Img_122_0704.jpg	48
train\dataset\찌개\된장찌개\Img_122_0619.jpg	48
train\dataset\탕\갈비탕\Img_134_0295.jpg	4
train\dataset\튀김\오징어튀김\Img_142_0988.jpg	107
train\dataset\탕\추어탕\Img_139_0281.jpg	130
train\dataset\국\계란국\Img_014_0974.jpg	14
train\dataset\찜\수육\Img_129_0260.jpg	86
train\dataset\튀김\새우튀김\Img_141_0632.jpg	82
train\dataset\볶음\건새우볶음\Img_079_0194.jpg	12
train\dataset\전\감자전\Img_097_0124.jpg	7
train\dataset\조림\우엉조림\Img_114_0265.jpg	108
train\dataset\찜\수육\Img_129_0418.jpg	86
train\dataset\구이\닭갈비\Img_004_0296.jpg	40
train\dataset\조림\두부조림\Img_110_0889.jpg	50
train\dataset\국\무국\Img_016_0512.jpg	64
train\dataset\조림\코다리조림\Img_116_0401.jpg	132
train\dataset\찜\찜닭\Img_132_0325.jpg	128
train\dataset\전\파전\Img_103_0230.jpg	138
train\dataset\찜\닭볶음탕\Img_128_0233.jpg	42
train\dataset\국\떡국_만두국\Img_015_0883.jpg	53
train\dataset\면\비빔냉면\Img_053_0772.jpg	76
train\dataset\면\비빔냉면\Img_053_0570.jpg	76
train\dataset\밥\비빔밥\Img_072_0458.jpg	77
train\dataset\국\미역국\Img_017_0783.jpg	68
train\dataset\국\계란국\Img_014_0407.jpg	14
train\dataset\해물\산낙지\Img_147_0876.jpg	78
train\dataset\튀김\새우튀김\Img_141_0337.jpg	82
train\dataset\찜\계란찜\Img_125_0817.jpg	16
train\dataset\볶음\감자채볶음\Img_078_0424.jpg	9
train\dataset\구이\더덕구이\Img_005_0160.jpg	43
train\dataset\면\짬뽕\Img_058_0019.jpg	126
train\dataset\기타\콩자반\Img_025_0445.jpg	136
train\dataset\찜\계란찜\Img_125_0028.jpg	16
train\dataset\전골\곱창전골\Img_105_0771.jpg	25
train\dataset\기타\편육\Img_026_0377.jpg	139
train\dataset\구이\더덕구이\Img_005_0007.jpg	43
train\dataset\나물\가지볶음\Img_040_0183.jpg	0
train\dataset\음청류\식혜\Img_092_0915.jpg	94
train\dataset\면\수제비\Img_054_0473.jpg	88
train\dataset\찌개\동태찌개\Img_121_0071.jpg	47
train\dataset\조림\땅콩조림\Img_111_0144.jpg	51
train\dataset\음청류\수정과\Img_091_0136.jpg	87
train\dataset\찜\계란찜\Img_125_0556.jpg	16
train\dataset\밥\김치볶음밥\Img_070_0574.jpg	28
train\dataset\구이\닭갈비\Img_004_0761.jpg	40
train\dataset\찌개\된장찌개\Img_122_0784.jpg	48
train\dataset\찜\족발\Img_131_0938.jpg	122
train\dataset\기타\양념치킨\Img_023_0196.jpg	100
train\dataset\회\육회\Img_149_0077.jpg	111
train\dataset\찜\족발\Img_131_0690.jpg	122
train\dataset\면\물냉면\Img_052_0610.jpg	66
train\dataset\볶음\감자채볶음\Img_078_0544.jpg	9
train\dataset\국\북엇국\Img_018_0300.jpg	74
train\dataset\해물\산낙지\Img_147_0522.jpg	78
train\dataset\나물\고사리나물\Img_041_0212.jpg	20
train\dataset\조림\장조림\Img_115_0505.jpg	116
train\dataset\찜\계란찜\Img_125_0794.jpg	16
train\dataset\조림\장조림\Img_115_0143.jpg	116
train\dataset\국\북엇국\Img_018_0489.jpg	74
train\dataset\볶음\주꾸미볶음\Img_089_0115.jpg	123
train\dataset\국\미역국\Img_017_0662.jpg	68
train\dataset\구이\삼겹살\Img_008_0998.jpg	79
train\dataset\찜\해물찜\Img_133_0141.jpg	142
train\dataset\쌈\보쌈\Img_090_0011.jpg	72
train\dataset\구이\갈치구이\Img_001_0785.jpg	5
train\dataset\전\파전\Img_103_0639.jpg	138
train\dataset\전\계란후라이\Img_099_0905.jpg	17
train\dataset\장\양념게장\Img_094_0513.jpg	99
train\dataset\면\잔치국수\Img_056_0622.jpg	112
train\dataset\한과\약과\Img_143_0690.jpg	97
train\dataset\전\파전\Img_103_0945.jpg	138
train\dataset\죽\호박죽\Img_118_0057.jpg	144
train\dataset\기타\젓갈\Img_024_0090.jpg	118
train\dataset\면\칼국수\Img_060_0369.jpg	131
train\dataset\김치\열무김치\Img_036_0126.JPG	104
train\dataset\찜\순대\Img_130_0713.jpg	90
train\dataset\구이\조기구이\Img_011_0320.jpg	121
train\dataset\구이\조기구이\Img_011_0125.jpg	121
train\dataset\장\양념게장\Img_094_0879.jpg	99
train\dataset\찜\갈비찜\Img_124_0946.jpg	3
train\dataset\밥\김치볶음밥\Img_070_0807.jpg	28
train\dataset\김치\배추김치\Img_033_0301.jpg	70
train\dataset\볶음\두부김치\Img_081_0647.jpg	49
train\dataset\볶음\어묵볶음\Img_086_0176.jpg	101
train\dataset\면\수제비\Img_054_0784.jpg	88
train\dataset\죽\전복죽\Img_117_0096.jpg	117
train\dataset\조림\우엉조림\Img_114_0910.jpg	108
train\dataset\한과\약식\Img_144_0029.jpg	98
train\dataset\무침\도토리묵\Img_064_0104.jpg	45
train\dataset\김치\무생채\Img_032_0971.jpg	65
train\dataset\회\육회\Img_149_0488.jpg	111
train\dataset\찌개\동태찌개\Img_121_0307.jpg	47
train\dataset\장\간장게장\Img_093_0825.jpg	1
train\dataset\구이\조개구이\Img_010_0170.jpg	120
train\dataset\장\간장게장\Img_093_0411.jpg	1
train\dataset\탕\갈비탕\Img_134_0947.jpg	4
train\dataset\조림\두부조림\Img_110_0961.jpg	50
train\dataset\전\김치전\Img_100_0069.JPG	29
train\dataset\김치\백김치\Img_034_0478.jpg	71
train\dataset\면\수제비\Img_054_0442.jpg	88
train\dataset\찌개\동태찌개\Img_121_0967.jpg	47
train\dataset\볶음\고추장진미채볶음\Img_080_0115.jpg	21
train\dataset\면\막국수\Img_051_0269.jpg	58
train\dataset\찜\찜닭\Img_132_0570.jpg	128
train\dataset\면\수제비\Img_054_0541.jpg	88
train\dataset\구이\조기구이\Img_011_0905.jpg	121
train\dataset\밥\유부초밥\Img_075_0657.jpg	109
train\dataset\무침\홍어무침\Img_067_0068.jpg	145
train\dataset\김치\부추김치\Img_035_0024.jpg	73
train\dataset\무침\잡채\Img_065_0696.jpg	114
train\dataset\김치\총각김치\Img_038_0806.jpg	129
train\dataset\전\파전\Img_103_0801.jpg	138
train\dataset\밥\김밥\Img_069_0567.jpg	27
train\dataset\김치\오이소박이\Img_037_0556.jpg	105
train\dataset\구이\조개구이\Img_010_0444.jpg	120
train\dataset\면\짜장면\Img_057_0866.jpg	125
train\dataset\밥\김치볶음밥\Img_070_0109.JPG	28
train\dataset\볶음\고추장진미채볶음\Img_080_0729.jpg	21
train\dataset\구이\곱창구이\Img_003_0049.jpg	24
train\dataset\찌개\김치찌개\Img_119_0115.JPG	30
train\dataset\김치\오이소박이\Img_037_0995.jpg	105
train\dataset\적\떡꼬치\Img_096_0147.jpg	54
train\dataset\김치\배추김치\Img_033_0732.jpg	70
train\dataset\떡\꿀떡\Img_047_0977.jpg	37
train\dataset\전\계란후라이\Img_099_0060.jpg	17
train\dataset\조림\고등어조림\Img_108_0971.jpg	19
train\dataset\장\양념게장\Img_094_0680.jpg	99
train\dataset\떡\송편\Img_048_0862.jpg	85
train\dataset\찜\순대\Img_130_0150.jpg	90
train\dataset\볶음\두부김치\Img_081_0749.jpg	49
train\dataset\국\계란국\Img_014_0774.jpg	14
train\dataset\볶음\소세지볶음\Img_085_0040.jpg	84
train\dataset\회\육회\Img_149_0851.jpg	111
train\dataset\나물\숙주나물\Img_043_0051.jpg	89
train\dataset\무침\도토리묵\Img_064_0195.jpg	45
train\dataset\쌈\보쌈\Img_090_0072.jpg	72
train\dataset\떡\경단\Img_046_0275.jpg	13
train\dataset\국\북엇국\Img_018_0149.jpg	74
train\dataset\전\김치전\Img_100_0696.jpg	29
train\dataset\기타\젓갈\Img_024_0241.jpg	118
train\dataset\김치\나박김치\Img_031_0628.jpg	38
train\dataset\구이\곱창구이\Img_003_0627.jpg	24
train\dataset\구이\곱창구이\Img_003_0934.jpg	24
train\dataset\찌개\동태찌개\Img_121_0753.jpg	47
train\dataset\한과\약식\Img_144_0973.jpg	98
train\dataset\조림\우엉조림\Img_114_0894.jpg	108
train\dataset\찜\김치찜\Img_126_0942.jpg	31
train\dataset\죽\전복죽\Img_117_0851.jpg	117
train\dataset\구이\조개구이\Img_010_0769.jpg	120
train\dataset\면\물냉면\Img_052_0121.jpg	66
train\dataset\구이\훈제오리\Img_013_0396.jpg	149
train\dataset\찌개\된장찌개\Img_122_0246.jpg	48
train\dataset\밥\잡곡밥\Img_076_0569.jpg	113
train\dataset\김치\열무김치\Img_036_0554.jpg	104
train\dataset\밥\김밥\Img_069_0276.jpg	27
train\dataset\밥\유부초밥\Img_075_0763.jpg	109
train\dataset\기타\후라이드치킨\Img_028_0128.jpg	148
train\dataset\무침\도라지무침\Img_063_0878.jpg	44
train\dataset\탕\감자탕\Img_135_0744.jpg	10
train\dataset\면\짜장면\Img_057_0894.jpg	125
train\dataset\탕\매운탕\Img_137_0389.jpg	60
train\dataset\전\동그랑땡\Img_101_0151.jpg	46
train\dataset\찜\수육\Img_129_0327.jpg	86
train\dataset\만두\만두\Img_049_0952.jpg	59
train\dataset\기타\과메기\Img_022_0174.jpg	26
train\dataset\찜\갈비찜\Img_124_0200.jpg	3
train\dataset\죽\호박죽\Img_118_0630.jpg	144
train\dataset\구이\황태구이\Img_012_0625.jpg	146
train\dataset\떡\경단\Img_046_0944.jpg	13
train\dataset\전\파전\Img_103_0491.jpg	138
train\dataset\조림\메추리알장조림\Img_112_0364.jpg	62
train\dataset\탕\곰탕_설렁탕\Img_136_0678.jpg	23
train\dataset\면\짜장면\Img_057_0981.jpg	125
train\dataset\면\라면\Img_050_0516.jpg	56
train\dataset\조림\땅콩조림\Img_111_0195.jpg	51
train\dataset\밥\유부초밥\Img_075_0033.jpg	109
train\dataset\찜\꼬막찜\Img_127_0248.jpg	34
train\dataset\찜\수육\Img_129_0842.jpg	86
train\dataset\볶음\멸치볶음\Img_084_0927.jpg	63
train\dataset\기타\과메기\Img_022_0711.jpg	26
train\dataset\볶음\두부김치\Img_081_0902.jpg	49
train\dataset\나물\숙주나물\Img_043_0764.jpg	89
train\dataset\탕\갈비탕\Img_134_0614.jpg	4
train\dataset\밥\김치볶음밥\Img_070_0643.jpg	28
train\dataset\면\열무국수\Img_055_0046.jpg	103
train\dataset\쌈\보쌈\Img_090_0332.jpg	72
train\dataset\전\호박전\Img_104_0382.jpg	143
train\dataset\회\물회\Img_148_0025.jpg	67
train\dataset\찌개\동태찌개\Img_121_0651.jpg	47
train\dataset\조림\연근조림\Img_113_0423.jpg	102
train\dataset\떡\꿀떡\Img_047_0182.jpg	37
train\dataset\무침\도라지무침\Img_063_0556.jpg	44
train\dataset\밥\알밥\Img_074_0907.jpg	95
train\dataset\국\계란국\Img_014_0472.jpg	14
train\dataset\기타\콩자반\Img_025_0970.jpg	136
train\dataset\볶음\오징어채볶음\Img_087_1054.jpg	106
train\dataset\김치\파김치\Img_039_0705.jpg	137
train\dataset\면\잔치국수\Img_056_0186.jpg	112
train\dataset\죽\전복죽\Img_117_0377.jpg	117
train\dataset\구이\장어구이\Img_009_0870.jpg	115
train\dataset\조림\연근조림\Img_113_0895.jpg	102
train\dataset\김치\총각김치\Img_038_0836.jpg	129
train\dataset\무침\콩나물무침\Img_066_0888.jpg	135
train\dataset\국\북엇국\Img_018_0589.jpg	74
train\dataset\국\콩나물국\Img_021_0623.jpg	134
train\dataset\구이\장어구이\Img_009_0883.jpg	115
train\dataset\음청류\식혜\Img_092_0097.jpg	94
train\dataset\적\떡꼬치\Img_096_0508.jpg	54
train\dataset\볶음\떡볶이\Img_082_0447.jpg	55
train\dataset\찜\수육\Img_129_0980.jpg	86
train\dataset\기타\과메기\Img_022_0744.jpg	26
train\dataset\밥\알밥\Img_074_0763.jpg	95
train\dataset\면\수제비\Img_054_0435.jpg	88
train\dataset\조림\두부조림\Img_110_0141.jpg	50
train\dataset\국\시래기국\Img_019_0248.jpg	93
train\dataset\찌개\닭계장\Img_120_0933.jpg	41
train\dataset\찜\갈비찜\Img_124_0048.jpg	3
train\dataset\해물\산낙지\Img_147_0324.jpg	78
train\dataset\밥\유부초밥\Img_075_0417.jpg	109
train\dataset\국\떡국_만두국\Img_015_0481.jpg	53
train\dataset\조림\메추리알장조림\Img_112_0296.jpg	62
train\dataset\볶음\건새우볶음\Img_079_0813.jpg	12
train\dataset\무침\홍어무침\Img_067_0515.jpg	145
train\dataset\찜\족발\Img_131_0365.jpg	122
train\dataset\국\떡국_만두국\Img_015_0373.jpg	53
train\dataset\찜\해물찜\Img_133_0277.jpg	142
train\dataset\만두\만두\Img_049_0304.jpg	59
train\dataset\면\잔치국수\Img_056_0995.jpg	112
train\dataset\전\동그랑땡\Img_101_0422.jpg	46
train\dataset\전골\곱창전골\Img_105_0637.jpg	25
train\dataset\탕\삼계탕\Img_138_0417.jpg	80
train\dataset\구이\황태구이\Img_012_0246.jpg	146
train\dataset\국\육개장\Img_020_0721.jpg	110
train\dataset\밥\유부초밥\Img_075_0058.jpg	109
train\dataset\구이\조개구이\Img_010_0611.jpg	120
train\dataset\볶음\멸치볶음\Img_084_0939.jpg	63
train\dataset\무침\잡채\Img_065_0372.jpg	114
train\dataset\구이\훈제오리\Img_013_0917.jpg	149
train\dataset\조림\코다리조림\Img_116_0105.JPG	132
train\dataset\면\잔치국수\Img_056_0487.jpg	112
train\dataset\튀김\오징어튀김\Img_142_0563.jpg	107
train\dataset\조림\감자조림\Img_107_0592.jpg	8
train\dataset\김치\부추김치\Img_035_0624.jpg	73
train\dataset\튀김\오징어튀김\Img_142_0185.jpg	107
train\dataset\구이\고등어구이\Img_002_0293.jpg	18
train\dataset\무침\도라지무침\Img_063_0695.jpg	44
train\dataset\전\계란말이\Img_098_0370.jpg	15
train\dataset\조림\고등어조림\Img_108_0938.jpg	19
train\dataset\찜\꼬막찜\Img_127_0671.jpg	34
train\dataset\전\감자전\Img_097_0431.jpg	7
train\dataset\찌개\닭계장\Img_120_0680.jpg	41
train\dataset\김치\백김치\Img_034_0286.jpg	71
train\dataset\밥\새우볶음밥\Img_073_0863.jpg	81
train\dataset\밥\김밥\Img_069_0271.jpg	27
train\dataset\구이\떡갈비\Img_006_0713.jpg	52
train\dataset\찜\김치찜\Img_126_0046.jpg	31
train\dataset\국\계란국\Img_014_0676.jpg	14
train\dataset\면\칼국수\Img_060_0827.jpg	131
train\dataset\김치\배추김치\Img_033_0150.jpg	70
train\dataset\김치\무생채\Img_032_0802.jpg	65
train\dataset\조림\우엉조림\Img_114_0300.jpg	108
train\dataset\김치\부추김치\Img_035_0992.jpg	73
train\dataset\무침\꽈리고추무침\Img_062_0178.jpg	36
train\dataset\볶음\멸치볶음\Img_084_0328.jpg	63
train\dataset\기타\편육\Img_026_0155.jpg	139
train\dataset\전\김치전\Img_100_0931.jpg	29
train\dataset\찜\닭볶음탕\Img_128_0858.jpg	42
train\dataset\밥\주먹밥\Img_077_0199.jpg	124
train\dataset\면\비빔냉면\Img_053_0210.jpg	76
train\dataset\기타\젓갈\Img_024_0288.jpg	118
train\dataset\탕\갈비탕\Img_134_0531.jpg	4
train\dataset\김치\무생채\Img_032_0048.jpg	65
train\dataset\기타\콩자반\Img_025_0054.jpg	136
train\dataset\구이\곱창구이\Img_003_0869.jpg	24
train\dataset\전\계란후라이\Img_099_0325.jpg	17
train\dataset\밥\김밥\Img_069_0469.png	27
train\dataset\국\육개장\Img_020_0012.jpg	110
train\dataset\나물\애호박볶음\Img_045_0561.jpg	96
train\dataset\죽\호박죽\Img_118_0073.jpg	144
train\dataset\튀김\고추튀김\Img_140_0777.jpg	22
train\dataset\김치\배추김치\Img_033_0937.jpg	70
train\dataset\찜\꼬막찜\Img_127_0185.jpg	34
train\dataset\기타\후라이드치킨\Img_028_0992.jpg	148
train\dataset\밥\유부초밥\Img_075_0847.jpg	109
train\dataset\나물\숙주나물\Img_043_0188.jpg	89
train\dataset\찜\순대\Img_130_0326.jpg	90
train\dataset\조림\우엉조림\Img_114_0810.jpg	108
train\dataset\조림\코다리조림\Img_116_0556.jpg	132
train\dataset\전\계란말이\Img_098_0406.jpg	15
train\dataset\무침\회무침\Img_068_0601.jpg	147
train\dataset\김치\파김치\Img_039_0182.jpg	137
train\dataset\조림\땅콩조림\Img_111_0548.jpg	51
train\dataset\죽\전복죽\Img_117_0647.jpg	117
train\dataset\면\라면\Img_050_0278.jpg	56
train\dataset\국\콩나물국\Img_021_0379.jpg	134
train\dataset\면\칼국수\Img_060_0611.jpg	131
train\dataset\찜\갈비찜\Img_124_0898.jpg	3
train\dataset\밥\새우볶음밥\Img_073_0954.JPG	81
train\dataset\기타\피자\Img_027_0332.png	140
train\dataset\조림\꽁치조림\Img_109_0505.jpg	35
train\dataset\탕\삼계탕\Img_138_0953.jpg	80
train\dataset\조림\우엉조림\Img_114_0866.jpg	108
train\dataset\나물\가지볶음\Img_040_0857.jpg	0
train\dataset\조림\두부조림\Img_110_0482.jpg	50
train\dataset\탕\매운탕\Img_137_0077.JPG	60
train\dataset\한과\한과\Img_145_0869.jpg	141
train\dataset\찌개\된장찌개\Img_122_0077.JPG	48
train\dataset\탕\삼계탕\Img_138_0109.jpg	80
train\dataset\볶음\떡볶이\Img_082_0021.jpg	55
train\dataset\탕\감자탕\Img_135_0178.jpg	10
train\dataset\무침\콩나물무침\Img_066_0113.jpg	135
train\dataset\밥\알밥\Img_074_0172.jpg	95
train\dataset\떡\경단\Img_046_0842.jpg	13
train\dataset\김치\오이소박이\Img_037_0012.jpg	105
train\dataset\밥\누룽지\Img_071_0834.jpg	39
train\dataset\회\육회\Img_149_0347.jpg	111
train\dataset\전\호박전\Img_104_0317.jpg	143
train\dataset\전골\곱창전골\Img_105_0443.jpg	25
train\dataset\전\감자전\Img_097_0273.jpg	7
train\dataset\김치\나박김치\Img_031_0751.jpg	38
train\dataset\전\파전\Img_103_0893.jpg	138
train\dataset\면\열무국수\Img_055_0031.jpg	103
train\dataset\구이\더덕구이\Img_005_0167.jpg	43
train\dataset\전\감자전\Img_097_0202.jpg	7
train\dataset\떡\경단\Img_046_0971.jpg	13
train\dataset\볶음\떡볶이\Img_082_0790.jpg	55
train\dataset\떡\꿀떡\Img_047_0482.jpg	37
train\dataset\찜\해물찜\Img_133_0611.jpg	142
train\dataset\전\계란말이\Img_098_0677.jpg	15
train\dataset\전\계란말이\Img_098_0241.jpg	15
train\dataset\무침\꽈리고추무침\Img_062_0866.jpg	36
train\dataset\전\파전\Img_103_0498.jpg	138
train\dataset\탕\갈비탕\Img_134_0447.jpg	4
train\dataset\구이\불고기\Img_007_0501.jpg	75
train\dataset\김치\백김치\Img_034_0896.jpg	71
train\dataset\해물\산낙지\Img_147_0349.jpg	78
train\dataset\볶음\감자채볶음\Img_078_0232.jpg	9
train\dataset\국\미역국\Img_017_0905.jpg	68
train\dataset\조림\땅콩조림\Img_111_0662.jpg	51
train\dataset\김치\오이소박이\Img_037_0002.JPG	105
train\dataset\찌개\동태찌개\Img_121_0954.jpg	47
train\dataset\면\짜장면\Img_057_0350.jpg	125
train\dataset\밥\잡곡밥\Img_076_0846.jpg	113
train\dataset\조림\메추리알장조림\Img_112_0204.jpg	62
train\dataset\기타\젓갈\Img_024_0723.jpg	118
train\dataset\전\동그랑땡\Img_101_0431.jpg	46
train\dataset\음청류\식혜\Img_092_0820.jpg	94
train\dataset\찌개\된장찌개\Img_122_0767.jpg	48
train\dataset\볶음\제육볶음\Img_088_0556.jpg	119
train\dataset\국\미역국\Img_017_0453.jpg	68
train\dataset\조림\메추리알장조림\Img_112_0338.jpg	62
train\dataset\무침\꽈리고추무침\Img_062_0056.jpg	36
